Exoplanet Name,Discovered Year
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1059 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1060 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1061 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1062 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1063 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1064 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 b,2016
Kepler-1065 c,2016
Kepler-1065 c,2016
Kepler-1065 c,2016
Kepler-1065 c,2016
Kepler-1065 c,2016
Kepler-1065 c,2016
Kepler-1065 c,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1066 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1067 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1068 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1069 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1070 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1071 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1072 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 b,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1073 c,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1074 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1075 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1076 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1077 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1078 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1079 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1080 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1081 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1082 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1083 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1084 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1085 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 b,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1086 c,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1087 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1088 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1089 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1090 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1091 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1092 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 b,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1093 c,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1094 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1095 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1096 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1097 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1098 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1099 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1100 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1101 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1102 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1103 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1104 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1105 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1106 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1107 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1108 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1109 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1110 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1111 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1112 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1113 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1114 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1115 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1116 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1117 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1118 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1119 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1120 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1121 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1122 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1123 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1124 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1125 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1126 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1127 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1128 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 b,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1129 c,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1130 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1131 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1132 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1133 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1134 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1135 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1136 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1137 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1138 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1139 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1140 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1141 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1142 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 b,2016
Kepler-1143 c,2016
Kepler-1143 c,2016
Kepler-1143 c,2016
Kepler-1143 c,2016
Kepler-1143 c,2016
Kepler-1143 c,2016
Kepler-1143 c,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1144 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1145 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1146 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1147 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1148 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1149 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1150 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1151 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1152 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1153 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 b,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1154 c,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1155 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1156 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1157 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1158 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1159 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1160 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1161 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1162 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1163 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1164 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1165 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1166 b,2016
Kepler-1167 b,2016
Kepler-1167 b,2016
